"name","latitude","longitude","been"
"Trinity Site","33°40.636′N","106°28.525′W","todo"
"Nagasaki","32°46′22″N","129°51′54″E","todo"
"Sukhoy Nos","73.787287°N","53.712845°E","todo"
"Bikini Atoll","11.6°N","165.4°E","todo"
"Hiroshima","34°23′41″N","132°27′17″E","been"
